step,tag,value
94,train_loss/implicit_loss,1.8598075257614255e-07
95,train_loss/implicit_loss,1.8593465256344643e-07
96,train_loss/implicit_loss,1.8590731087897439e-07
97,train_loss/implicit_loss,1.8589503270050045e-07
98,train_loss/implicit_loss,1.858994664871716e-07
99,train_loss/implicit_loss,1.8591344996821135e-07
100,train_loss/implicit_loss,1.8593254935694858e-07
101,train_loss/implicit_loss,1.8595198980619898e-07
102,train_loss/implicit_loss,1.8357127373747062e-07
103,train_loss/implicit_loss,1.835753664636286e-07
104,train_loss/implicit_loss,1.8358002762397518e-07
105,train_loss/implicit_loss,1.8358878151047975e-07
106,train_loss/implicit_loss,1.835932152971509e-07
107,train_loss/implicit_loss,1.8359150999458507e-07
108,train_loss/implicit_loss,1.8357889075559797e-07
109,train_loss/implicit_loss,1.8355126485403161e-07
110,train_loss/implicit_loss,1.835164766816888e-07
111,train_loss/implicit_loss,1.8347827790421434e-07
112,train_loss/implicit_loss,1.8344064756092848e-07
113,train_loss/implicit_loss,1.8340483620704617e-07
114,train_loss/implicit_loss,1.833655005611945e-07
115,train_loss/implicit_loss,1.8333787465962814e-07
116,train_loss/implicit_loss,1.83322413249698e-07
117,train_loss/implicit_loss,1.833228679970489e-07
118,train_loss/implicit_loss,1.833328724387684e-07
119,train_loss/implicit_loss,1.8334003470954485e-07
120,train_loss/implicit_loss,1.8334674223297043e-07
121,train_loss/implicit_loss,1.8334458218305372e-07
122,train_loss/implicit_loss,1.8332127638132079e-07
123,train_loss/implicit_loss,1.832887619457324e-07
124,train_loss/implicit_loss,1.8325329165236326e-07
125,train_loss/implicit_loss,1.8321520656172652e-07
126,train_loss/implicit_loss,1.8318291949981358e-07
127,train_loss/implicit_loss,1.8315483885089634e-07
128,train_loss/implicit_loss,1.8314233329874696e-07
129,train_loss/implicit_loss,1.8313869531993987e-07
130,train_loss/implicit_loss,1.8315449779038318e-07
131,train_loss/implicit_loss,1.831746203606599e-07
132,train_loss/implicit_loss,1.8319906303077005e-07
133,train_loss/implicit_loss,1.8322782580071362e-07
134,train_loss/implicit_loss,1.8326215922570555e-07
135,train_loss/implicit_loss,1.8328842088521924e-07
136,train_loss/implicit_loss,1.8330933926336002e-07
137,train_loss/implicit_loss,1.8332048057345673e-07
138,train_loss/implicit_loss,1.833370788517641e-07
139,train_loss/implicit_loss,1.833628857639269e-07
140,train_loss/implicit_loss,1.83406541509612e-07
0,train_loss/total,2.6728500301942404e-08
1,train_loss/total,2.648341812516719e-08
2,train_loss/total,2.6240632777785322e-08
3,train_loss/total,2.6005659847783136e-08
4,train_loss/total,2.5774244960530268e-08
5,train_loss/total,2.525846198864201e-08
6,train_loss/total,2.5043808804525725e-08
7,train_loss/total,2.4833406442326122e-08
8,train_loss/total,2.4626990224874135e-08
9,train_loss/total,2.4424014810620065e-08
10,train_loss/total,2.4224574346476402e-08
11,train_loss/total,2.4029947809367513e-08
12,train_loss/total,2.3840271978770033e-08
13,train_loss/total,2.365525197944862e-08
14,train_loss/total,2.321752923251097e-08
15,train_loss/total,2.3048711383921727e-08
16,train_loss/total,2.2884961481395294e-08
17,train_loss/total,2.272595445163006e-08
18,train_loss/total,2.257172582176281e-08
19,train_loss/total,2.242233065885557e-08
20,train_loss/total,2.2278141997844614e-08
21,train_loss/total,2.2139614586080825e-08
22,train_loss/total,2.200652637895928e-08
23,train_loss/total,2.1879060341234435e-08
24,train_loss/total,2.1756642709647167e-08
25,train_loss/total,2.1638806302348712e-08
26,train_loss/total,2.1525352167373057e-08
27,train_loss/total,2.141614530160041e-08
28,train_loss/total,2.131070075961361e-08
29,train_loss/total,2.1209507039543496e-08
30,train_loss/total,2.111290875461691e-08
31,train_loss/total,2.1021577367719146e-08
32,train_loss/total,2.0934658451210453e-08
33,train_loss/total,2.0852196414011814e-08
34,train_loss/total,2.077368854713768e-08
35,train_loss/total,2.0698582403611e-08
36,train_loss/total,2.0627044960974672e-08
37,train_loss/total,2.055887193819217e-08
38,train_loss/total,2.0493542862709546e-08
39,train_loss/total,2.0430457325915086e-08
40,train_loss/total,2.036981605613164e-08
41,train_loss/total,2.0312070247996417e-08
42,train_loss/total,2.0256862853784696e-08
43,train_loss/total,2.0204184991712282e-08
44,train_loss/total,2.015362809970611e-08
45,train_loss/total,2.0106051934476454e-08
46,train_loss/total,2.00604777234048e-08
47,train_loss/total,2.001718435451494e-08
48,train_loss/total,1.9976234000296245e-08
49,train_loss/total,1.974569840967888e-08
50,train_loss/total,1.9709023746372623e-08
51,train_loss/total,1.967384655188198e-08
52,train_loss/total,1.963939944005233e-08
53,train_loss/total,1.9605790768650877e-08
54,train_loss/total,1.957313955358586e-08
55,train_loss/total,1.954094663858541e-08
56,train_loss/total,1.9508920701127863e-08
57,train_loss/total,1.9477690571534367e-08
58,train_loss/total,1.9446893873009685e-08
59,train_loss/total,1.9415876906236917e-08
60,train_loss/total,1.9385792526804835e-08
61,train_loss/total,1.9356766856049035e-08
62,train_loss/total,1.9328311395838682e-08
63,train_loss/total,1.9300635756280826e-08
64,train_loss/total,1.9273992180046662e-08
65,train_loss/total,1.924820480780909e-08
66,train_loss/total,1.9223255875999712e-08
67,train_loss/total,1.9198983736146147e-08
68,train_loss/total,1.9175292464979066e-08
69,train_loss/total,1.915217318071427e-08
70,train_loss/total,1.9129675621343267e-08
71,train_loss/total,1.9107787352368177e-08
72,train_loss/total,1.9086565217207863e-08
73,train_loss/total,1.8865046413907294e-08
74,train_loss/total,1.884417422104434e-08
75,train_loss/total,1.8823124392497448e-08
76,train_loss/total,1.8802040813170606e-08
77,train_loss/total,1.878153810253025e-08
78,train_loss/total,1.8761971531944255e-08
79,train_loss/total,1.8743390839404128e-08
80,train_loss/total,1.872573385242049e-08
81,train_loss/total,1.8709318538867592e-08
82,train_loss/total,1.869487498140643e-08
83,train_loss/total,1.8682323243979226e-08
84,train_loss/total,1.867105758890375e-08
85,train_loss/total,1.866104604175689e-08
86,train_loss/total,1.8651622468723872e-08
87,train_loss/total,1.8642646537614382e-08
88,train_loss/total,1.8634324305821792e-08
89,train_loss/total,1.8626593600856722e-08
90,train_loss/total,1.862008502939716e-08
91,train_loss/total,1.8614287000673357e-08
92,train_loss/total,1.860877318904386e-08
93,train_loss/total,1.8603486751089804e-08
94,train_loss/total,1.859807596815699e-08
95,train_loss/total,1.8593466322158747e-08
96,train_loss/total,1.859073073262607e-08
97,train_loss/total,1.8589503270050045e-08
98,train_loss/total,1.8589947359259895e-08
99,train_loss/total,1.8591345352092503e-08
100,train_loss/total,1.859325493569486e-08
101,train_loss/total,1.8595200046434002e-08
102,train_loss/total,1.8357127373747062e-08
103,train_loss/total,1.8357537712176963e-08
104,train_loss/total,1.8358003117668886e-08
105,train_loss/total,1.835887886159071e-08
106,train_loss/total,1.835932117444372e-08
107,train_loss/total,1.835915064418714e-08
108,train_loss/total,1.8357889430831165e-08
109,train_loss/total,1.8355127195945897e-08
110,train_loss/total,1.8351647312897512e-08
111,train_loss/total,1.83478281456928e-08
112,train_loss/total,1.8344065821906952e-08
113,train_loss/total,1.834048468651872e-08
114,train_loss/total,1.833655005611945e-08
115,train_loss/total,1.8333787821234182e-08
116,train_loss/total,1.8332242390783904e-08
117,train_loss/total,1.833228679970489e-08
118,train_loss/total,1.833328688860547e-08
119,train_loss/total,1.833400453676859e-08
120,train_loss/total,1.8334674223297043e-08
121,train_loss/total,1.8334459284119475e-08
122,train_loss/total,1.8332128703946182e-08
123,train_loss/total,1.832887619457324e-08
124,train_loss/total,1.8325328809964958e-08
125,train_loss/total,1.8321520300901284e-08
126,train_loss/total,1.8318292660524094e-08
127,train_loss/total,1.8315484240361002e-08
128,train_loss/total,1.8314233685146064e-08
129,train_loss/total,1.8313869531993987e-08
130,train_loss/total,1.8315450489581053e-08
131,train_loss/total,1.8317463101880094e-08
132,train_loss/total,1.831990736889111e-08
133,train_loss/total,1.8322783290614097e-08
134,train_loss/total,1.8326216988384658e-08
135,train_loss/total,1.8328842443793292e-08
136,train_loss/total,1.8330934992150105e-08
137,train_loss/total,1.833204876788841e-08
138,train_loss/total,1.833370788517641e-08
139,train_loss/total,1.8336288931664058e-08
140,train_loss/total,1.8340655216775303e-08
0,train_metrics/mae_energy,0.00238037109375
1,train_metrics/mae_energy,0.00238037109375
2,train_metrics/mae_energy,0.00244140625
3,train_metrics/mae_energy,0.00244140625
4,train_metrics/mae_energy,0.00244140625
5,train_metrics/mae_energy,0.00250244140625
6,train_metrics/mae_energy,0.00250244140625
7,train_metrics/mae_energy,0.0025634765625
8,train_metrics/mae_energy,0.0025634765625
9,train_metrics/mae_energy,0.00262451171875
10,train_metrics/mae_energy,0.00262451171875
11,train_metrics/mae_energy,0.002685546875
12,train_metrics/mae_energy,0.002685546875
13,train_metrics/mae_energy,0.00274658203125
14,train_metrics/mae_energy,0.00274658203125
15,train_metrics/mae_energy,0.0028076171875
16,train_metrics/mae_energy,0.0028076171875
17,train_metrics/mae_energy,0.00286865234375
18,train_metrics/mae_energy,0.0029296875
19,train_metrics/mae_energy,0.0029296875
20,train_metrics/mae_energy,0.00299072265625
21,train_metrics/mae_energy,0.00299072265625
22,train_metrics/mae_energy,0.0030517578125
23,train_metrics/mae_energy,0.0030517578125
24,train_metrics/mae_energy,0.00311279296875
25,train_metrics/mae_energy,0.00311279296875
26,train_metrics/mae_energy,0.003173828125
27,train_metrics/mae_energy,0.003173828125
28,train_metrics/mae_energy,0.00323486328125
29,train_metrics/mae_energy,0.00323486328125
30,train_metrics/mae_energy,0.0032958984375
31,train_metrics/mae_energy,0.0032958984375
32,train_metrics/mae_energy,0.00335693359375
33,train_metrics/mae_energy,0.00335693359375
34,train_metrics/mae_energy,0.00341796875
35,train_metrics/mae_energy,0.00341796875
36,train_metrics/mae_energy,0.00347900390625
37,train_metrics/mae_energy,0.00347900390625
38,train_metrics/mae_energy,0.00347900390625
39,train_metrics/mae_energy,0.0035400390625
40,train_metrics/mae_energy,0.0035400390625
41,train_metrics/mae_energy,0.0035400390625
42,train_metrics/mae_energy,0.00360107421875
43,train_metrics/mae_energy,0.00360107421875
44,train_metrics/mae_energy,0.00360107421875
45,train_metrics/mae_energy,0.00360107421875
46,train_metrics/mae_energy,0.00360107421875
47,train_metrics/mae_energy,0.00360107421875
48,train_metrics/mae_energy,0.00360107421875
49,train_metrics/mae_energy,0.00360107421875
50,train_metrics/mae_energy,0.003662109375
51,train_metrics/mae_energy,0.003662109375
52,train_metrics/mae_energy,0.003662109375
53,train_metrics/mae_energy,0.003662109375
54,train_metrics/mae_energy,0.003662109375
55,train_metrics/mae_energy,0.003662109375
56,train_metrics/mae_energy,0.003662109375
57,train_metrics/mae_energy,0.003662109375
58,train_metrics/mae_energy,0.003662109375
59,train_metrics/mae_energy,0.003662109375
60,train_metrics/mae_energy,0.003662109375
61,train_metrics/mae_energy,0.003662109375
62,train_metrics/mae_energy,0.003662109375
63,train_metrics/mae_energy,0.003662109375
64,train_metrics/mae_energy,0.00372314453125
65,train_metrics/mae_energy,0.00372314453125
66,train_metrics/mae_energy,0.00372314453125
67,train_metrics/mae_energy,0.00372314453125
68,train_metrics/mae_energy,0.00372314453125
69,train_metrics/mae_energy,0.00372314453125
70,train_metrics/mae_energy,0.00372314453125
71,train_metrics/mae_energy,0.0037841796875
72,train_metrics/mae_energy,0.0037841796875
73,train_metrics/mae_energy,0.0037841796875
74,train_metrics/mae_energy,0.0037841796875
75,train_metrics/mae_energy,0.0037841796875
76,train_metrics/mae_energy,0.0037841796875
77,train_metrics/mae_energy,0.0037841796875
78,train_metrics/mae_energy,0.0037841796875
79,train_metrics/mae_energy,0.0037841796875
80,train_metrics/mae_energy,0.0037841796875
81,train_metrics/mae_energy,0.00384521484375
82,train_metrics/mae_energy,0.00384521484375
83,train_metrics/mae_energy,0.00384521484375
84,train_metrics/mae_energy,0.00384521484375
85,train_metrics/mae_energy,0.00384521484375
86,train_metrics/mae_energy,0.00384521484375
87,train_metrics/mae_energy,0.00384521484375
88,train_metrics/mae_energy,0.00384521484375
89,train_metrics/mae_energy,0.00384521484375
90,train_metrics/mae_energy,0.00384521484375
91,train_metrics/mae_energy,0.00384521484375
92,train_metrics/mae_energy,0.00384521484375
93,train_metrics/mae_energy,0.00384521484375
94,train_metrics/mae_energy,0.00384521484375
95,train_metrics/mae_energy,0.00384521484375
96,train_metrics/mae_energy,0.00384521484375
97,train_metrics/mae_energy,0.00390625
98,train_metrics/mae_energy,0.00390625
99,train_metrics/mae_energy,0.00390625
100,train_metrics/mae_energy,0.00390625
101,train_metrics/mae_energy,0.00390625
102,train_metrics/mae_energy,0.00390625
103,train_metrics/mae_energy,0.00390625
104,train_metrics/mae_energy,0.00390625
105,train_metrics/mae_energy,0.00396728515625
106,train_metrics/mae_energy,0.00396728515625
107,train_metrics/mae_energy,0.00396728515625
108,train_metrics/mae_energy,0.00396728515625
109,train_metrics/mae_energy,0.00396728515625
110,train_metrics/mae_energy,0.0040283203125
111,train_metrics/mae_energy,0.0040283203125
112,train_metrics/mae_energy,0.0040283203125
113,train_metrics/mae_energy,0.0040283203125
114,train_metrics/mae_energy,0.0040283203125
115,train_metrics/mae_energy,0.0040283203125
116,train_metrics/mae_energy,0.0040283203125
117,train_metrics/mae_energy,0.00408935546875
118,train_metrics/mae_energy,0.00408935546875
119,train_metrics/mae_energy,0.00408935546875
120,train_metrics/mae_energy,0.00408935546875
121,train_metrics/mae_energy,0.00408935546875
122,train_metrics/mae_energy,0.00408935546875
123,train_metrics/mae_energy,0.00408935546875
124,train_metrics/mae_energy,0.00408935546875
125,train_metrics/mae_energy,0.004150390625
126,train_metrics/mae_energy,0.004150390625
127,train_metrics/mae_energy,0.004150390625
128,train_metrics/mae_energy,0.004150390625
129,train_metrics/mae_energy,0.004150390625
130,train_metrics/mae_energy,0.004150390625
131,train_metrics/mae_energy,0.004150390625
132,train_metrics/mae_energy,0.004150390625
133,train_metrics/mae_energy,0.004150390625
134,train_metrics/mae_energy,0.004150390625
135,train_metrics/mae_energy,0.004150390625
136,train_metrics/mae_energy,0.004150390625
137,train_metrics/mae_energy,0.004150390625
138,train_metrics/mae_energy,0.004150390625
139,train_metrics/mae_energy,0.004150390625
140,train_metrics/mae_energy,0.004150390625
0,train_metrics/mae_gradient,2.5229506492614746
1,train_metrics/mae_gradient,2.498615264892578
2,train_metrics/mae_gradient,2.475944757461548
3,train_metrics/mae_gradient,2.4552738666534424
4,train_metrics/mae_gradient,2.4363651275634766
5,train_metrics/mae_gradient,2.4191999435424805
6,train_metrics/mae_gradient,2.4032740592956543
7,train_metrics/mae_gradient,2.389618396759033
8,train_metrics/mae_gradient,2.377201795578003
9,train_metrics/mae_gradient,2.366190195083618
10,train_metrics/mae_gradient,2.35652494430542
11,train_metrics/mae_gradient,2.348271369934082
12,train_metrics/mae_gradient,2.34118390083313
13,train_metrics/mae_gradient,2.3348262310028076
14,train_metrics/mae_gradient,2.328645706176758
15,train_metrics/mae_gradient,2.3225865364074707
16,train_metrics/mae_gradient,2.316380739212036
17,train_metrics/mae_gradient,2.310166358947754
18,train_metrics/mae_gradient,2.304215908050537
19,train_metrics/mae_gradient,2.297996759414673
20,train_metrics/mae_gradient,2.291656017303467
21,train_metrics/mae_gradient,2.286313533782959
22,train_metrics/mae_gradient,2.281684160232544
23,train_metrics/mae_gradient,2.2773427963256836
24,train_metrics/mae_gradient,2.273516893386841
25,train_metrics/mae_gradient,2.270740270614624
26,train_metrics/mae_gradient,2.2682130336761475
27,train_metrics/mae_gradient,2.2655560970306396
28,train_metrics/mae_gradient,2.2630558013916016
29,train_metrics/mae_gradient,2.2604808807373047
30,train_metrics/mae_gradient,2.257899045944214
31,train_metrics/mae_gradient,2.2550182342529297
32,train_metrics/mae_gradient,2.251878023147583
33,train_metrics/mae_gradient,2.2484960556030273
34,train_metrics/mae_gradient,2.2448811531066895
35,train_metrics/mae_gradient,2.241136312484741
36,train_metrics/mae_gradient,2.237743377685547
37,train_metrics/mae_gradient,2.2342822551727295
38,train_metrics/mae_gradient,2.230771064758301
39,train_metrics/mae_gradient,2.227104663848877
40,train_metrics/mae_gradient,2.223867416381836
41,train_metrics/mae_gradient,2.2205560207366943
42,train_metrics/mae_gradient,2.217074394226074
43,train_metrics/mae_gradient,2.213142156600952
44,train_metrics/mae_gradient,2.2087554931640625
45,train_metrics/mae_gradient,2.2038609981536865
46,train_metrics/mae_gradient,2.198404312133789
47,train_metrics/mae_gradient,2.1924331188201904
48,train_metrics/mae_gradient,2.1860604286193848
49,train_metrics/mae_gradient,2.179262161254883
50,train_metrics/mae_gradient,2.1720969676971436
51,train_metrics/mae_gradient,2.1647050380706787
52,train_metrics/mae_gradient,2.1574878692626953
53,train_metrics/mae_gradient,2.151095390319824
54,train_metrics/mae_gradient,2.1451144218444824
55,train_metrics/mae_gradient,2.139613628387451
56,train_metrics/mae_gradient,2.134199857711792
57,train_metrics/mae_gradient,2.1286423206329346
58,train_metrics/mae_gradient,2.123183488845825
59,train_metrics/mae_gradient,2.1177680492401123
60,train_metrics/mae_gradient,2.1124253273010254
61,train_metrics/mae_gradient,2.1072850227355957
62,train_metrics/mae_gradient,2.102241039276123
63,train_metrics/mae_gradient,2.097358465194702
64,train_metrics/mae_gradient,2.092830181121826
65,train_metrics/mae_gradient,2.088735342025757
66,train_metrics/mae_gradient,2.0849485397338867
67,train_metrics/mae_gradient,2.081099033355713
68,train_metrics/mae_gradient,2.0770158767700195
69,train_metrics/mae_gradient,2.072493314743042
70,train_metrics/mae_gradient,2.067882776260376
71,train_metrics/mae_gradient,2.06319260597229
72,train_metrics/mae_gradient,2.0587427616119385
73,train_metrics/mae_gradient,2.054455280303955
74,train_metrics/mae_gradient,2.0498769283294678
75,train_metrics/mae_gradient,2.0452349185943604
76,train_metrics/mae_gradient,2.040464401245117
77,train_metrics/mae_gradient,2.0359139442443848
78,train_metrics/mae_gradient,2.0314412117004395
79,train_metrics/mae_gradient,2.026787281036377
80,train_metrics/mae_gradient,2.022012710571289
81,train_metrics/mae_gradient,2.017287254333496
82,train_metrics/mae_gradient,2.0126144886016846
83,train_metrics/mae_gradient,2.007859230041504
84,train_metrics/mae_gradient,2.0031614303588867
85,train_metrics/mae_gradient,1.9985911846160889
86,train_metrics/mae_gradient,1.9939489364624023
87,train_metrics/mae_gradient,1.989089846611023
88,train_metrics/mae_gradient,1.9840950965881348
89,train_metrics/mae_gradient,1.9789925813674927
90,train_metrics/mae_gradient,1.9739004373550415
91,train_metrics/mae_gradient,1.9687535762786865
92,train_metrics/mae_gradient,1.96363365650177
93,train_metrics/mae_gradient,1.9585601091384888
94,train_metrics/mae_gradient,1.9534176588058472
95,train_metrics/mae_gradient,1.948387622833252
96,train_metrics/mae_gradient,1.943257212638855
97,train_metrics/mae_gradient,1.9381250143051147
